ids,intents,sentences,sentence_orgin
3209,news_query,tìm kiếm những thứ mới trên chủ đề đó ,search for new stuff on that subject
4655,alarm_set,Đặt báo thức trong một giờ kể từ bây giờ ,set alarm for one hour from now
2815,iot_hue_lightchange,Biến đèn phòng khách lên một phần trăm ,turn the living room lights to one percent
596,play_music,Bạn có thể bật bài hát hit của Lady Gaga không ,can you turn on the hit song of lady gaga
9883,play_audiobook,Quay trở lại loạt Midnight ,go back to the midnight series
4901,audio_volume_down,Quay xuống khối lượng phương tiện ,turn down media volume
8742,calendar_query,Tôi đã lên kế hoạch gì vào thứ Hai tới từ trưa đến ba ,what do i have planned next monday from noon to three
11595,recommendation_events,Địa điểm sự kiện ở đâu ,where is the event venue
5024,iot_hue_lightchange,làm cho căn phòng màu xanh ,make the room blue
11216,lists_query,Nêu danh sách tôi có ,state the list i have
567,weather_query,nó ấm như thế nào ,how warm is it
11278,play_podcasts,lấy cho tôi tập phim mới nhất của podcast bạn bè ,get me the latest episode of the friends podcast
3958,datetime_query,bao nhiêu giờ phía trước là nyc ,how many hours ahead is nyc
8243,calendar_set,Tôi muốn tham dự nhà thờ mỗi Chủ nhật lúc mười một sáng ,i would like to attend church every sunday at eleven am
6002,iot_coffee,đi và làm cho tôi một ly cà phê ,go and make me a coffee
10402,play_game,Chơi trận bóng đá cho chính mình bây giờ ,play football match for myself now
7434,calendar_remove,Xóa sự kiện tiếp theo trên lịch của tôi ,remove the next event on my calendar
17149,email_sendemail,Tôi muốn kiểm tra ngày có sẵn của Julia vì vậy bạn sẽ gửi thư của cô ấy và hỏi về nó ,i want to check julia's available dates so would you send her mail and ask about it
3853,audio_volume_mute,Làm ơn tắt âm thanh ,sound off please
4467,alarm_query,Tại thời điểm nào là bộ báo động của tôi ,at what time is my alarm set
12083,recommendation_events,Tìm các sự kiện ,find the events
7438,calendar_query,Tôi muốn biết chi tiết lịch trình tiếp theo của tôi ,i would like to know my next schedule details
2054,iot_cleaning,Có phòng của tôi dọn dẹp nhà cửa ,have my iroomba clean the house
108,play_music,Chơi một bài hát tôi thích ,play a song i like
16844,email_query,Mở hộp thư đến ,open inbox
2700,music,Chơi nhạc rock ,play rock music
4828,takeaway_query,nhà hàng có takeaway không ,does restaurant have takeaway
15001,qa_factoid,Có đúng là châu Á chỉ có hai quốc gia ,is it true that asia has only two countries
1284,datetime_convert,Thay đổi thời gian này đến ist ,change this time to ist
4364,datetime_query,Thời gian ở Bangalore là gì ,what is the time in bangalore
3552,play_music,Vui lòng chơi danh sách bài tập ,please play workout playlist
11025,lists_remove,Xóa danh sách mua sắm ,erase shopping list
10847,lists_remove,Xóa một danh sách xin vui lòng ,remove a list please
1713,music_likeness,Tải xuống và lưu bài hát của phim Dangal ,download and save song of dangal movie
14446,qa_factoid,lục địa nào có sự tăng trưởng cao nhất của bông và sản xuất trung bình là bao nhiêu ,which continent has highest growth of cotton and what is average production
2803,iot_hue_lightdim,làm mờ đèn xuống một chút ,dim the lights down a bit
6705,general_quirky,Nguồn gốc của vũ trụ ,the origins of the universe
13561,qa_definition,Xác định tình yêu ,define love
9789,play_audiobook,Tiếp tục audiobook chơi cuối cùng ,resume the last played audiobook
5073,alarm_set,Xin vui lòng sáu giờ sáng ,six am alarm please
79,music_likeness,Đây là một trong những bài hát hay nhất cho tôi ,this is one of the best songs for me
4984,datetime_query,Xin vui lòng cho tôi biết ngày ,please tell me the date
8970,calendar_remove,Xóa tất cả lịch hòa nhạc ,clear all concert schedule
3480,play_music,Chơi những cú đánh tốt nhất từ nghệ sĩ nhất định ,play best hits from given artist
5689,news_query,Hãy để tôi xem mới nhất trong tin tức ,let me see the latest in the news
12928,transport_query,Tính thời gian di chuyển nếu tôi đến Orlando bằng tàu hỏa ,calculate the travel time if i go to orlando by train
2143,news_query,Google News. ,google news
6879,calendar_query,Cuộc họp của tôi vào thứ năm mấy giờ ,what time is my meeting on thursday
1869,datetime_query,hôm nay là ngày mấy ,what date is today
15479,general_quirky,bạn đã giải quyết ,did you resolve
10814,lists_createoradd,Thêm mua sắm hàng tạp hóa vào danh sách để làm của tôi ,add grocery shopping to my to do list
11179,lists_createoradd,Tạo một danh sách các cuốn sách được đặt hàng ,create a list of books to be ordered
7521,calendar_set,Nói cho tôi mỗi ngày để uống trà xanh lúc bốn giờ chiều ,tell me every day to take green tea at four pm
8801,calendar_query,Hãy cho tôi biết những gì nhắc nhở tôi có cho ngày hôm nay ,tell me what reminders i have for today
5110,play_music,bắt đầu chơi to suy nghĩ ,start playing thinking out loud now
4563,datetime_convert,Bạn có thể thay đổi múi giờ của mình đến trung tâm ,can you change my time zone to central
14577,qa_maths,căn bậc hai của chín mươi bảy là gì ,what is the square root of ninety seven
1167,iot_coffee,Tôi muốn một espresso ,i'd like an espresso
1366,audio_volume_up,Di chuyển âm lượng lên một chút ,move the volume up a little
4246,iot_hue_lightchange,olly thay đổi tất cả ánh sáng sang màu xanh ,olly change all lights to blue
1984,news_query,cho tôi biết kết quả bầu cử đã đến ngày hôm nay ,tell me the election result of up which was to come today
12502,transport_traffic,giao thông nặng trên tuyến tám mươi ngày nay ,is traffic heavy on route eighty today
3596,general_greet,mọi thứ như thế nào ,how is everything
7126,calendar_set,Nhắc nhở tôi gửi bài thuyết trình ngay hôm nay lúc một giờ chiều ,remind me to send the presentation today at one pm
4886,music_likeness,Lưu ý kiến rằng tôi vừa đăng lên bài hát này ,save the opinion that i just posted to this song
14089,qa_stock,Tỷ lệ cổ phiếu của Facebook ,stock rate of facebook
10028,cooking_recipe,Tìm một công thức sử dụng thịt bò xay và zucchini ,find a recipe that uses ground beef and zucchini
9159,calendar_set,Olly tạo một sự kiện trong lịch của tôi ,olly create an event in my calendar
2503,iot_wemo_off,Bạn có thể tắt ổ cắm thông minh không ,can you turn off the smart socket
2788,play_music,Chơi một cái gì đó bằng cách sử dụng ,play something by the used
16106,email_querycontact,Chọn số liên lạc ,select the contact
7506,calendar_query,Chỉ cho tôi các sự kiện trong tương lai ,show me future events
14232,qa_definition,googleplex là gì ,what is a googleplex
12234,transport_ticket,Đặt một chỗ ngồi hạng thương gia trên chuyến tàu tiếp theo đến thành phố New York ,book a business class seat on the next train to new york city
40,general_quirky,Kiểm tra trạng thái sử dụng điện của tôi ,check the status of my power usage
15365,social_post,Gửi một khiếu nại tới Sony về TV này bỏ việc ,send a complaint to sony about this tv that quit working
12093,recommendation_locations,Có thẩm mỹ viện nào ở Babaji Nagar không ,is there any salon in babaji nagar
1455,query,thời tiết ,weather
1656,alarm_query,Chỉ cho tôi tất cả các báo động theo lịch trình ,show me all scheduled alarms
7577,alarm_set,lặp lại báo động ,repeat alarm
11637,recommendation_movies,cho tôi biết bộ phim với xếp hạng IMDB tốt nhất đang diễn ra ở rạp gần tôi ,tell me the movie with best imdb ratings going on in theatres near me
13376,general_quirky,"Nếu bạn đặt Velociraptor và một con hà mã với nhau, điều gì sẽ xảy ra ",if you put a velociraptor and a hippo together what would happen
9181,calendar_remove,Xóa lời nhắc sinh nhật của tôi cho tuần tới ,delete my birthday reminder for next week
16967,email_query,Tìm kiếm email của tôi với chủ đề bao gồm giờ làm việc ,search my emails with subject including work hours
2574,play_music,Chơi bài hát Celine Dion từ bộ phim Titanic ,play the celine dion song from the titanic movie
5353,datetime_query,Thời gian ở Dubai là gì ,whats the time in dubai
11121,lists_remove,Tôi không cần táo xóa nó khỏi danh sách mua sắm của tôi ,i don't need apples remove it from my shopping list
3490,play_music,Chơi bài hát của Beatles ,play songs by the beatles please
15246,social_post,xin vui lòng gửi rất chán lên facebook ,please post so bored to facebook
9277,play_radio,Bắt đầu radio và đi đến tần số trên một nghìn và bốn mươi tám ,start radio and go to frequency on one thousand and forty eight
16900,email_query,Tôi đã nhận được bất kỳ email nào từ mẹ tôi ,have i received any emails from my mother
12072,recommendation_events,Liệt kê các sự kiện đang diễn ra gần tôi ,list ongoing events near me
6484,general_quirky,Olly tôi đã làm việc ngày hôm nay ,olly i worked today
15176,social_query,Hãy cho tôi biết nếu tôi nhận được một tin nhắn cá nhân mới từ Martha trên Facebook ngay hôm nay ,let me know if i get a new personal message from martha on facebook today
9740,play_audiobook,Tiếp tục phát lại Audiobook. ,resume audiobook playback
15343,social_query,Cho tôi xem chồng của tôi Bài viết Facebook ngày hôm nay ,show me my husbands facebook posts today
13932,qa_stock,Giá cổ phiếu của Amazon là bao nhiêu ,what is the stock price of amazon
7010,calendar_set,Gửi một cuộc hẹn lịch đến tháng 1 ,send a calendar appointment to jan
4727,qa_stock,Đặt thông báo cho tin tức trên thị trường chứng khoán ,set notification for news on the stock market
14244,general_quirky,Làm thế nào để bạn làm thép ,how do you make steel
12024,recommendation_events,Những sự kiện nào được lên kế hoạch cho cuối tuần này trong khu vực tôi ,what events are scheduled for this weekend in me area
6384,general_quirky,Hôm nay mọi việc thế nào ,how is your day going
12155,transport_ticket,Đặt vé để đi đến đích bằng tàu hỏa ,reserve a ticket to go to destination by train
3325,iot_wemo_on,bạn có thể vui lòng bật phích cắm ,could you please turn on the plug
4701,audio_volume_up,bật âm thanh của tôi ,unmute my sound
7733,alarm_set,đánh thức tôi dậy mỗi ngày trong tuần lúc bảy giờ sáng ,wake me up every weekday at seven am
8523,calendar_set,Tạo một sự kiện mới trên lịch của tôi ,create a new event on my calendar
10009,cooking_recipe,Công thức cho bữa ăn ,recipe for meal
14420,qa_stock,Là Warren Buffet đang đầu tư vào cổ phiếu niêm yết của tôi ,is warren buffet is investing in my listed stocks
